"Accident_Index","1st_Road_Class","1st_Road_Number","2nd_Road_Class","2nd_Road_Number","Accident_Severity","Carriageway_Hazards","Date","Day_of_Week","Did_Police_Officer_Attend_Scene_of_Accident","Junction_Control","Junction_Detail","Latitude","Light_Conditions","Local_Authority_(District)","Local_Authority_(Highway)","Location_Easting_OSGR","Location_Northing_OSGR","Longitude","LSOA_of_Accident_Location","Number_of_Casualties","Number_of_Vehicles","Pedestrian_Crossing-Human_Control","Pedestrian_Crossing-Physical_Facilities","Police_Force","Road_Surface_Conditions","Road_Type","Special_Conditions_at_Site","Speed_limit","Time","Urban_or_Rural_Area","Weather_Conditions","Year","InScotland"
"200504A012805","A","584",NA,"0","Slight","None",2005-03-02,"Wednesday","1","Data missing or out of range","Not at junction or within 20 metres",53.79387,"Darkness - lights lit","Blackpool","Blackpool","330510","433580",-3.056403,"E01012752",1,1,"0","4","Lancashire","Dry","Single carriageway","None",30,"19:20","Urban","Fine no high winds",2005,"No"
"200504A012905","A","583","Unclassified","0","Slight","None",2005-02-18,"Friday","1","Give way or uncontrolled","T or staggered junction",53.798406,"Daylight","Blackpool","Blackpool","335010","434020",-2.988193,"E01012687",1,1,"0","5","Lancashire","Dry","One way street","None",30,"14:05","Rural","Fine no high winds",2005,"No"
"200504A013005","Unclassified","0",NA,"0","Slight","None",2005-03-07,"Monday","2","Data missing or out of range","Not at junction or within 20 metres",53.866198,"Darkness - lights lit","Blackpool","Blackpool","331080","441620",-3.049556,"",2,1,"0","0","Lancashire","Dry","Single carriageway","Road surface defective",30,"19:04","Rural","Fine no high winds",2005,"No"
"200504A013105","A","586","Unclassified","0","Slight","None",2005-02-26,"Saturday","2","Auto traffic signal","T or staggered junction",53.820626,"Daylight","Blackpool","Blackpool","331010","436550",-3.04948,"E01012737",1,2,"0","1","Lancashire","Dry","One way street","None",30,"17:00","Urban","Fine no high winds",2005,"No"
"200504A013205","A","583",NA,"0","Slight","None",2005-03-09,"Wednesday","1","Data missing or out of range","Not at junction or within 20 metres",53.778109,"Daylight","Fylde","Lancashire","342770","431660",-2.869954,"E01025010",1,2,"0","0","Lancashire","Dry","Dual carriageway","None",50,"17:15","Rural","Fine no high winds",2005,"No"
"200504A013305","A","679","Unclassified","0","Slight","None",2005-03-11,"Friday","1","Give way or uncontrolled","Mini-roundabout",53.744216,"Daylight","Blackburn with Darwen","Blackburn with Darwen","369180","427640",-2.468799,"E01012572",1,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"14:14","Urban","Fine no high winds",2005,"No"
"200504A013405","B","5124","Unclassified","0","Slight","None",2005-03-09,"Wednesday","1","Auto traffic signal","Crossroads",53.829695,"Darkness - lights lit","Blackpool","Blackpool","331630","437550",-3.040286,"E01012684",2,2,"0","8","Lancashire","Dry","Single carriageway","None",30,"21:08","Urban","Fine no high winds",2005,"No"
"200504A013505","Unclassified","0","Unclassified","0","Slight","None",2005-01-14,"Friday","1","Give way or uncontrolled","Private drive or entrance",53.852027,"Darkness - lights lit","Blackpool","Blackpool","332660","440020",-3.025181,"E01012704",2,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"20:54","Urban","Fine no high winds",2005,"No"
"200504A013605","Motorway","55",NA,"0","Slight","None",2005-03-12,"Saturday","1","Data missing or out of range","Not at junction or within 20 metres",53.801688,"Darkness - no lighting","Preston","Lancashire","348220","434220",-2.78769,"E01025280",1,2,"0","0","Lancashire","Dry","Dual carriageway","None",70,"18:35","Rural","Fine no high winds",2005,"No"
"200504A013705","B","5124","Unclassified","0","Slight","None",2005-03-12,"Saturday","1","Give way or uncontrolled","T or staggered junction",53.846582,"Daylight","Blackpool","Blackpool","331570","439430",-3.041617,"E01012668",2,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"11:39","Urban","Fine no high winds",2005,"No"
"200504A013805","Unclassified","0","Unclassified","0","Slight","None",2005-03-08,"Tuesday","1","Give way or uncontrolled","Crossroads",53.835175,"Darkness - lights lit","Blackpool","Blackpool","330940","438170",-3.050907,"E01012748",1,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"19:10","Urban","Fine no high winds",2005,"No"
"200504A013905","Unclassified","0",NA,"0","Slight","None",2005-03-11,"Friday","1","Data missing or out of range","Not at junction or within 20 metres",53.791208,"Daylight","Blackpool","Blackpool","330770","433280",-3.052389,"E01012754",1,1,"0","0","Lancashire","Wet or damp","Single carriageway","None",30,"16:25","Urban","Fine no high winds",2005,"No"
"200504A014105","Unclassified","0","Unclassified","0","Serious","None",2005-03-12,"Saturday","1","Give way or uncontrolled","T or staggered junction",53.824267,"Darkness - lights lit","Blackpool","Blackpool","330680","436960",-3.054584,"E01012681",1,1,"0","0","Lancashire","Dry","Single carriageway","None",30,"02:22","Urban","Fine + high winds",2005,"No"
"200504A014205","A","583","Unclassified","0","Slight","None",2005-03-14,"Monday","1","Give way or uncontrolled","T or staggered junction",53.804315,"Daylight","Blackpool","Blackpool","332720","434710",-3.023106,"E01012712",1,2,"0","0","Lancashire","Dry","Dual carriageway","None",30,"11:40","Urban","Fine no high winds",2005,"No"
"200504A014305","A","583","Unclassified","0","Slight","None",2005-03-02,"Wednesday","1","Give way or uncontrolled","T or staggered junction",53.814096,"Daylight","Blackpool","Blackpool","331920","435810",-3.035495,"E01012734",1,2,"0","4","Lancashire","Dry","Single carriageway","None",30,"12:20","Urban","Fine no high winds",2005,"No"
"200504A014405","A","584",NA,"0","Slight","None",2005-03-15,"Tuesday","1","Data missing or out of range","Not at junction or within 20 metres",53.815718,"Daylight","Blackpool","Blackpool","330590","436010",-3.055737,"E01012736",1,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"17:01","Urban","Fine no high winds",2005,"No"
"200504A014505","Unclassified","0","Unclassified","0","Slight","None",2005-03-17,"Thursday","1","Give way or uncontrolled","Other junction",53.818331,"Daylight","Blackpool","Blackpool","331320","436290",-3.044714,"E01012737",1,2,"0","4","Lancashire","Dry","One way street","None",30,"14:56","Urban","Unknown",2005,"No"
"200504A014605","Unclassified","0","Unclassified","0","Slight","None",2005-02-07,"Monday","1","Auto traffic signal","Crossroads",53.771368,"Daylight","Fylde","Lancashire","342760","430910",-2.869967,"E01024998",1,2,"0","1","Lancashire","Wet or damp","Dual carriageway","None",30,"07:09","Urban","Fine no high winds",2005,"No"
"200504A014705","A","584",NA,"0","Slight","None",2005-03-18,"Friday","1","Data missing or out of range","Not at junction or within 20 metres",53.736281,"Daylight","Fylde","Lancashire","336990","427080",-2.956717,"E01024991",2,4,"0","0","Lancashire","Dry","Single carriageway","None",30,"15:20","Urban","Fine no high winds",2005,"No"
"200504A014805","A","5099","Unclassified","0","Slight","None",2005-03-21,"Monday","1","Give way or uncontrolled","T or staggered junction",53.811195,"Darkness - lights lit","Blackpool","Blackpool","331040","435500",-3.048789,"E01012673",1,1,"0","0","Lancashire","Dry","Single carriageway","None",30,"02:40","Urban","Fine no high winds",2005,"No"
"200504A014905","Unclassified","0","Unclassified","0","Slight","None",2005-03-16,"Wednesday","1","Give way or uncontrolled","Crossroads",53.81676,"Daylight","Blackpool","Blackpool","330990","436120",-3.049687,"E01012736",3,2,"0","0","Lancashire","Wet or damp","One way street","None",30,"13:30","Urban","Fine no high winds",2005,"No"
"200504A015005","Unclassified","0",NA,"0","Slight","None",2005-03-19,"Saturday","1","Data missing or out of range","Not at junction or within 20 metres",53.794041,"Daylight","Blackpool","Blackpool","333890","433550",-3.005094,"E01012688",2,2,"0","0","Lancashire","Dry","Single carriageway","None",40,"18:00","Rural","Fine no high winds",2005,"No"
"200504A015105","A","587",NA,"0","Slight","None",2005-03-09,"Wednesday","2","Data missing or out of range","Not at junction or within 20 metres",53.852788,"Daylight","Blackpool","Blackpool","331610","440120",-3.041163,"E01012667",1,2,"0","1","Lancashire","Dry","Single carriageway","None",30,"15:30","Urban","Fine no high winds",2005,"No"
"200504A015205","Unclassified","0","Unclassified","0","Slight","None",2005-01-14,"Friday","1","Give way or uncontrolled","Other junction",53.748403,"Darkness - lights lit","Fylde","Lancashire","334720","428460",-2.991417,"E01025016",1,2,"0","0","Lancashire","Wet or damp","Single carriageway","None",30,"17:30","Urban","Fine no high winds",2005,"No"
"200504A015305","Unclassified","0","Unclassified","0","Slight","None",2005-03-17,"Thursday","2","Give way or uncontrolled","Other junction",53.816647,"Darkness - lights lit","Blackpool","Blackpool","330820","436110",-3.052267,"E01012736",1,1,"0","0","Lancashire","Dry","Single carriageway","None",30,"18:45","Urban","Fine no high winds",2005,"No"
"200504A015405","A","585",NA,"0","Serious","None",2005-03-20,"Sunday","1","Data missing or out of range","Not at junction or within 20 metres",53.849512,"Daylight","Fylde","Lancashire","339220","439650",-2.925399,"E01025026",2,2,"0","0","Lancashire","Dry","Single carriageway","None",50,"13:48","Rural","Fine no high winds",2005,"No"
"200504A015505","A","584","Unclassified","0","Slight","None",2005-03-19,"Saturday","1","Give way or uncontrolled","Crossroads",53.757526,"Daylight","Fylde","Lancashire","343570","429360",-2.857394,"E01024998",1,2,"0","0","Lancashire","Dry","Single carriageway","None",50,"15:25","Rural","Fine no high winds",2005,"No"
"200504A015605","Unclassified","0","Unclassified","0","Slight","None",2005-03-23,"Wednesday","1","Give way or uncontrolled","T or staggered junction",53.80154,"Darkness - lights lit","Blackpool","Blackpool","333500","434390",-3.011195,"E01012689",1,2,"0","0","Lancashire","Wet or damp","Single carriageway","None",30,"01:05","Urban","Fine no high winds",2005,"No"
"200504A015705","Unclassified","0","Unclassified","0","Slight","None",2005-03-27,"Sunday","1","Give way or uncontrolled","Crossroads",53.750139,"Darkness - lights lit","Fylde","Lancashire","332130","428690",-3.030737,"E01024987",1,1,"0","0","Lancashire","Wet or damp","One way street","None",30,"20:21","Urban","Raining no high winds",2005,"No"
"200504A015805","A","5099","Unclassified","0","Slight","None",2005-03-24,"Thursday","1","Auto traffic signal","T or staggered junction",53.814324,"Daylight","Blackpool","Blackpool","330920","435850",-3.050689,"E01012736",2,2,"0","4","Lancashire","Dry","One way street","None",30,"17:06","Urban","Fine no high winds",2005,"No"
"200504A016005","Unclassified","0","Unclassified","0","Slight","None",2005-03-25,"Friday","1","Give way or uncontrolled","T or staggered junction",53.82689,"Daylight","Blackpool","Blackpool","332170","437230",-3.032012,"E01012709",1,2,"0","4","Lancashire","Dry","Single carriageway","None",30,"09:30","Urban","Fine no high winds",2005,"No"
"200504A016105","Unclassified","0","Unclassified","0","Slight","None",2005-03-14,"Monday","1","Give way or uncontrolled","Private drive or entrance",53.815231,"Daylight","Blackpool","Blackpool","330980","435950",-3.049801,"E01012736",1,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"09:00","Urban","Fine no high winds",2005,"No"
"200504A016205","A","583","Unclassified","0","Slight","None",2005-03-24,"Thursday","2","Give way or uncontrolled","T or staggered junction",53.806063,"Daylight","Blackpool","Blackpool","332340","434910",-3.028919,"E01012715",1,1,"0","4","Lancashire","Dry","Single carriageway","None",30,"11:15","Urban","Fine no high winds",2005,"No"
"200504A016305","Unclassified","0","Unclassified","0","Slight","None",2005-03-30,"Wednesday","1","Give way or uncontrolled","T or staggered junction",53.821501,"Daylight","Blackpool","Blackpool","330830","436650",-3.052236,"E01012681",1,1,"0","0","Lancashire","Wet or damp","One way street","None",30,"16:30","Urban","Raining no high winds",2005,"No"
"200504A016405","Motorway","55",NA,"0","Slight","None",2005-04-03,"Sunday","1","Data missing or out of range","Not at junction or within 20 metres",53.794935,"Daylight","Fylde","Lancashire","336740","433610",-2.961847,"E01025027",1,2,"0","0","Lancashire","Dry","Dual carriageway","None",70,"16:26","Rural","Fine no high winds",2005,"No"
"200504A016505","Unclassified","0","Unclassified","0","Slight","None",2005-03-29,"Tuesday","1","Give way or uncontrolled","Other junction",53.794204,"Daylight","Blackpool","Blackpool","333060","433580",-3.017698,"E01012688",1,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"07:59","Urban","Fine no high winds",2005,"No"
"200504A016605","A","585","Unclassified","0","Slight","None",2005-03-26,"Saturday","2","Give way or uncontrolled","Other junction",53.795852,"Daylight","Fylde","Lancashire","341500","433650",-2.889602,"E01025012",2,2,"0","0","Lancashire","Dry","Single carriageway","None",40,"09:30","Rural","Fine no high winds",2005,"No"
"200504A016705","B","5124",NA,"0","Slight","None",2005-04-04,"Monday","1","Data missing or out of range","Not at junction or within 20 metres",53.829069,"Darkness - lights lit","Blackpool","Blackpool","331650","437480",-3.039967,"E01012680",2,3,"0","0","Lancashire","Wet or damp","Single carriageway","None",30,"00:06","Urban","Raining no high winds",2005,"No"
"200504A016805","A","585",NA,"0","Slight","None",2005-04-05,"Tuesday","1","Data missing or out of range","Not at junction or within 20 metres",53.849702,"Daylight","Fylde","Lancashire","339310","439670",-2.924035,"E01025026",1,4,"0","0","Lancashire","Dry","Single carriageway","None",50,"17:32","Rural","Fine no high winds",2005,"No"
"200504A016905","B","5124","Unclassified","0","Slight","None",2005-04-01,"Friday","1","Give way or uncontrolled","Mini-roundabout",53.828084,"Daylight","Blackpool","Blackpool","331680","437370",-3.039487,"E01012680",3,2,"0","8","Lancashire","Dry","Roundabout","None",30,"15:22","Urban","Fine no high winds",2005,"No"
"200504A017005","Unclassified","0","Unclassified","0","Slight","None",2005-04-04,"Monday","1","Give way or uncontrolled","Crossroads",53.830765,"Daylight","Blackpool","Blackpool","330890","437680",-3.051557,"E01012748",1,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"14:25","Urban","Fine no high winds",2005,"No"
"200504A017105","Unclassified","0","Unclassified","0","Slight","None",2005-04-05,"Tuesday","1","Give way or uncontrolled","Crossroads",53.756414,"Darkness - lights lit","Fylde","Lancashire","333400","429370",-3.011627,"E01025002",1,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"00:30","Urban","Fine no high winds",2005,"No"
"200504A017205","Motorway","55",NA,"0","Slight","None",2005-04-07,"Thursday","1","Data missing or out of range","Not at junction or within 20 metres",53.804244,"Daylight","Fylde","Lancashire","339440","434610",-2.921061,"E01025027",1,2,"0","0","Lancashire","Dry","Dual carriageway","None",70,"17:50","Rural","Fine no high winds",2005,"No"
"200504A017305","A","5099","Unclassified","0","Slight","None",2005-04-07,"Thursday","2","Give way or uncontrolled","T or staggered junction",53.810306,"Daylight","Blackpool","Blackpool","331120","435400",-3.047552,"E01012673",1,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"16:00","Urban","Fine no high winds",2005,"No"
"200504A017405","A","583","Unclassified","0","Slight","None",2005-04-03,"Sunday","2","Auto traffic signal","Crossroads",53.80187,"Daylight","Blackpool","Blackpool","334680","434410",-2.993285,"E01012714",2,2,"0","0","Lancashire","Dry","Dual carriageway","None",30,"11:20","Urban","Fine no high winds",2005,"No"
"200504A017505","A","583","Unclassified","0","Slight","None",2005-04-02,"Saturday","1","Give way or uncontrolled","Roundabout",53.793407,"Darkness - lights unlit","Fylde","Lancashire","335280","433460",-2.983977,"E01025031",1,2,"1","8","Lancashire","Wet or damp","Dual carriageway","None",40,"00:21","Rural","Fine no high winds",2005,"No"
"200504A017605","Unclassified","0","Unclassified","0","Slight","None",2005-03-23,"Wednesday","2","Authorised person","Slip road",53.815349,"Daylight","Blackpool","Blackpool","330520","435970",-3.056791,"",1,2,"0","4","Lancashire","Dry","Dual carriageway","None",30,"09:05","Rural","Fine no high winds",2005,"No"
